Year,Month,min_close,max_close,avg_close
2019,12,29.049585342407227,31.404958724975586,29.75206578572591
2020,1,28.223140716552734,29.049585342407227,28.56123161315918
2020,2,27.355371475219727,28.14049530029297,27.70247926712036
2020,3,22.97520637512207,27.314048767089844,24.9083716351053
2020,4,24.29751968383789,26.48760223388672,25.565363710576836
2020,5,24.79338836669922,27.561983108520508,26.177685379981995
2020,6,26.611570358276367,27.355371475219727,26.925243637778543
2020,7,27.02479362487793,27.644628524780273,27.355371284484864
2020,8,27.231403350830078,29.380165100097656,28.073074842754163
2020,9,29.132230758666992,30.537189483642578,29.903580711001442
2020,10,27.851238250732422,29.752065658569336,29.21487553914388
2020,11,27.76859474182129,29.752065658569336,29.107813228260387
2020,12,28.760330200195312,29.710742950439453,29.214875594429348
2021,1,28.636362075805664,29.09090805053711,28.831168220156716
2021,2,28.057851791381836,28.801652908325195,28.485536575317383
2021,3,28.471073150634766,29.752065658569336,29.209485593049422
2021,4,29.214876174926758,29.586776733398438,29.350649243309384
2021,5,29.132230758666992,29.586776733398438,29.32277266184489
2021,6,29.008264541625977,29.29751968383789,29.175431858409535
2021,7,28.55371856689453,28.966941833496094,28.804235100746155
2021,8,28.51239585876465,29.214876174926758,28.93639896226966
2021,9,28.842975616455078,30.041322708129883,29.086973190307617
2021,10,29.79338836669922,31.32231330871582,30.7713494073777
2021,11,28.636362075805664,31.32231330871582,30.345604463057086
2021,12,28.71900749206543,29.586776733398438,29.0909085707231
2022,1,29.29751968383789,30.867767333984375,30.056347933682527
2022,2,30.37190055847168,34.33884048461914,31.533275102314196
2022,3,32.0247917175293,37.0247917175293,34.967660489289656
2022,4,35.123966217041016,37.10743713378906,35.60950336456299
2022,5,35.6363639831543,38.6363639831543,37.32208379109701
2022,6,33.54545211791992,37.318180084228516,35.4070236899636
2022,7,32.95454406738281,36.1363639831543,34.91978544347427
2022,8,34.09090805053711,37.09090805053711,35.81422805786133
2022,9,30.954544067382812,34.227272033691406,33.02954444885254
2022,10,31.545454025268555,33.18181610107422,32.378098401156336
2022,11,29.27272605895996,31.77272605895996,30.76839746747698
2022,12,27.5,30.09090805053711,28.634198506673176
2023,1,28.636362075805664,30.18181800842285,29.373516994973887
2023,2,28.18181800842285,30.18181800842285,29.423444245990954
2023,3,28.136362075805664,29.954544067382812,29.11776759407737
2023,4,29.409090042114258,33.0,30.57954478263855
2023,5,31.5,33.70000076293945,32.43557299738345
2023,6,31.649999618530273,32.650001525878906,32.30312502384186
2023,7,32.099998474121094,32.400001525878906,32.2749997919256
2023,8,32.25,35.04999923706055,33.96304354460343
2023,9,33.29999923706055,35.0,34.13157874659488
2023,10,32.95000076293945,34.70000076293945,33.52391301030698
2023,11,33.150001525878906,33.849998474121094,33.45000024275346
2023,12,32.79999923706055,33.349998474121094,33.038095020112536
2024,1,30.600000381469727,33.45000076293945,32.26521732496179
2024,2,30.450000762939453,32.0,31.502500152587892
2024,3,30.75,32.20000076293945,31.342857270013717
2024,4,29.899999618530273,30.75,30.191176470588236
2024,5,29.049999237060547,30.049999237060547,29.743181922219016
2024,6,27.649999618530273,29.049999237060547,28.16562521457672
2024,7,27.600000381469727,28.5,28.108695735102113
2024,8,26.799999237060547,28.350000381469727,27.81904783703032
2024,9,27.0,27.899999618530273,27.407142911638534
2024,10,26.950000762939453,27.200000762939453,27.058695668759555
2024,11,27.100000381469727,28.049999237060547,27.794999885559083
2024,12,27.450000762939453,29.0,28.180434931879457
2025,1,27.75,28.25,28.013636242259633
2025,2,27.100000381469727,27.799999237060547,27.605263258281507
2025,3,25.049999237060547,27.5,26.237499904632568
2025,4,24.920000076293945,26.299999237060547,25.618499946594238
2025,5,24.84000015258789,26.25,25.409523827689036
2025,6,24.139999389648438,25.399999618530273,24.759999593098957
2025,7,23.989999771118164,25.100000381469727,24.493043567823328
2025,8,23.700000762939453,24.34000015258789,23.983809334891184
2025,9,23.1299991607666,25.059999465942383,23.965714227585565
2025,10,24.5,25.979999542236328,25.187272678722035
2025,11,24.530000686645508,25.959999084472656,25.51761917840867
2025,12,24.329999923706055,24.399999618530273,24.364999771118164
