Date,Close,Volume,daily_return_pct
2019-12-12T00:00:00.000+03:00,30.413223266601562,505692621,4.545458717779827
2019-12-15T00:00:00.000+03:00,30.909090042114258,98349281,1.6304315105503342
2019-12-16T00:00:00.000+03:00,31.404958724975586,105973907,1.6042810777855188
2019-12-17T00:00:00.000+03:00,31.198347091674805,142672245,-0.6578949366249809
2019-12-18T00:00:00.000+03:00,30.330577850341797,83822621,-2.781459026605193
2019-12-19T00:00:00.000+03:00,29.338842391967773,108120197,-3.269754579907702
2019-12-22T00:00:00.000+03:00,29.173553466796875,39709972,-0.5633791645990427
2019-12-23T00:00:00.000+03:00,29.42148780822754,35098090,0.849859931231367
2019-12-24T00:00:00.000+03:00,29.25619888305664,22184338,-0.5617966237746685
2019-12-25T00:00:00.000+03:00,29.09090805053711,13572736,-0.5649771290530015
2019-12-26T00:00:00.000+03:00,29.214876174926758,13863242,0.42614044282938135
2019-12-29T00:00:00.000+03:00,29.25619888305664,22966690,0.14144406391614073
2019-12-30T00:00:00.000+03:00,29.049585342407227,13147121,-0.7062214113162546
2019-12-31T00:00:00.000+03:00,29.132230758666992,16332772,0.2844977485414235
2020-01-02T00:00:00.000+03:00,29.049585342407227,11430744,0.1424449253830895
2020-01-05T00:00:00.000+03:00,28.55371856689453,25239125,-1.7069667937353206
2020-01-06T00:00:00.000+03:00,28.51239585876465,23401835,-0.1447191826629335
2020-01-07T00:00:00.000+03:00,28.388429641723633,13923075,-0.43478007830376475
2020-01-08T00:00:00.000+03:00,28.264461517333984,22150479,-0.4366853889214317
2020-01-09T00:00:00.000+03:00,28.92561912536621,31310879,2.3391834570305026
2020-01-12T00:00:00.000+03:00,28.760330200195312,24584632,-0.5714274410325348
2020-01-13T00:00:00.000+03:00,28.71900749206543,16978173,-0.14367953303123793
2020-01-14T00:00:00.000+03:00,28.801652908325195,12477898,0.2877725362988137
2020-01-15T00:00:00.000+03:00,28.677684783935547,12987230,-0.4304201733985047
2020-01-16T00:00:00.000+03:00,28.595041275024414,11523975,-0.2881805471180443
2020-01-19T00:00:00.000+03:00,28.388429641723633,13254735,-0.7225435742988062
2020-01-20T00:00:00.000+03:00,28.595041275024414,8756076,0.7278022627821512
2020-01-21T00:00:00.000+03:00,28.55371856689453,8517485,-0.14451004890129182
2020-01-22T00:00:00.000+03:00,28.471073150634766,6215751,-0.2894383653258559
2020-01-23T00:00:00.000+03:00,28.471073150634766,7192433,0.0
2020-01-26T00:00:00.000+03:00,28.34710693359375,9257143,-0.43541111494159734
2020-01-27T00:00:00.000+03:00,28.305784225463867,8758776,-0.1457739875419639
2020-01-28T00:00:00.000+03:00,28.305784225463867,8813615,0.0
2020-01-29T00:00:00.000+03:00,28.429752349853516,10761242,0.43796039495747063
2020-01-30T00:00:00.000+03:00,28.223140716552734,6889782,-0.7267444005781054
2020-02-02T00:00:00.000+03:00,28.057851791381836,13991469,-0.5856503598621776
2020-02-03T00:00:00.000+03:00,28.057851791381836,10062499,0.0
2020-02-04T00:00:00.000+03:00,27.97520637512207,9112708,-0.2945536132782256
2020-02-05T00:00:00.000+03:00,27.809917449951172,11068032,-0.5908407714835917
2020-02-06T00:00:00.000+03:00,27.60330581665039,11614195,-0.7429422747212922
2020-02-09T00:00:00.000+03:00,28.14049530029297,21426588,1.9461056121710785
2020-02-10T00:00:00.000+03:00,27.76859474182129,7540306,-1.3215849774606103
2020-02-11T00:00:00.000+03:00,27.644628524780273,5120739,-0.44642596499243625
2020-02-12T00:00:00.000+03:00,27.438016891479492,7201967,-0.7473843720329887
2020-02-13T00:00:00.000+03:00,27.355371475219727,18688399,-0.3012076878100789
2020-02-16T00:00:00.000+03:00,27.355371475219727,0,0.0
2020-02-17T00:00:00.000+03:00,27.355371475219727,9483416,0.0
2020-02-18T00:00:00.000+03:00,27.438016891479492,6499644,0.302117689517134
2020-02-19T00:00:00.000+03:00,27.60330581665039,5894103,0.6024084241387895
2020-02-20T00:00:00.000+03:00,27.809917449951172,8693188,0.7485032215820864
2020-02-23T00:00:00.000+03:00,28.14049530029297,13747169,1.188704896146242
2020-02-24T00:00:00.000+03:00,27.60330581665039,10156974,-1.9089553254486802
2020-02-25T00:00:00.000+03:00,27.685949325561523,10346653,0.2993971427193376
2020-02-26T00:00:00.000+03:00,27.644628524780273,7981719,-0.1492482713717158
2020-02-27T00:00:00.000+03:00,27.561983108520508,21789663,-0.29895650862402645
