Date,Adj Close,Close,High,Low,Open,Volume,Symbol
2019-01-01,16.28333282470703,16.28333282470703,16.366666793823242,16.28333282470703,16.333332061767578,172929,1211.SR
2019-01-02,16.200000762939453,16.200000762939453,16.200000762939453,16.133333206176758,16.149999618530273,481569,1211.SR
2019-01-03,16.433332443237305,16.433332443237305,16.450000762939453,16.149999618530273,16.200000762939453,383790,1211.SR
2019-01-06,16.966665267944336,16.966665267944336,17.0,16.466665267944336,16.566665649414062,1279527,1211.SR
2019-01-07,17.299999237060547,17.299999237060547,17.433332443237305,16.966665267944336,17.0,2093901,1211.SR
2019-01-08,17.5,17.5,17.600000381469727,17.133333206176758,17.333332061767578,1753935,1211.SR
2019-01-09,17.700000762939453,17.700000762939453,17.833332061767578,17.433332443237305,17.433332443237305,2816448,1211.SR
2019-01-10,17.66666603088379,17.66666603088379,17.866666793823242,17.566665649414062,17.799999237060547,1580883,1211.SR
2019-01-13,18.100000381469727,18.100000381469727,18.266666412353516,17.5,17.66666603088379,1992126,1211.SR
2019-01-14,17.933332443237305,17.933332443237305,18.333332061767578,17.933332443237305,18.066665649414062,1549119,1211.SR
2019-01-15,18.333332061767578,18.333332061767578,18.399999618530273,17.899999618530273,17.933332443237305,1850988,1211.SR
2019-01-16,18.466665267944336,18.466665267944336,18.466665267944336,18.233333587646484,18.333332061767578,1454652,1211.SR
2019-01-17,18.66666603088379,18.66666603088379,18.66666603088379,18.266666412353516,18.333332061767578,1523367,1211.SR
2019-01-20,18.333332061767578,18.333332061767578,18.633333206176758,18.200000762939453,18.466665267944336,1115040,1211.SR
2019-01-21,18.433332443237305,18.433332443237305,18.5,17.866666793823242,18.200000762939453,1273017,1211.SR
2019-01-22,18.366666793823242,18.366666793823242,18.466665267944336,18.233333587646484,18.233333587646484,1261128,1211.SR
2019-01-23,18.433332443237305,18.433332443237305,18.5,18.233333587646484,18.333332061767578,1188366,1211.SR
2019-01-24,18.333332061767578,18.333332061767578,18.399999618530273,18.233333587646484,18.333332061767578,1156995,1211.SR
2019-01-27,17.966665267944336,17.966665267944336,18.399999618530273,17.766666412353516,17.766666412353516,1867071,1211.SR
2019-01-28,18.433332443237305,18.433332443237305,18.433332443237305,17.933332443237305,17.933332443237305,2675019,1211.SR
2019-01-29,18.333332061767578,18.333332061767578,18.53333282470703,18.16666603088379,18.5,1808880,1211.SR
2019-01-30,18.200000762939453,18.200000762939453,18.399999618530273,18.200000762939453,18.333332061767578,811809,1211.SR
2019-01-31,18.333332061767578,18.333332061767578,18.333332061767578,18.16666603088379,18.200000762939453,952257,1211.SR
2019-02-03,18.16666603088379,18.16666603088379,18.366666793823242,18.0,18.233333587646484,498126,1211.SR
2019-02-04,18.299999237060547,18.299999237060547,18.366666793823242,18.100000381469727,18.233333587646484,557313,1211.SR
2019-02-05,18.399999618530273,18.399999618530273,18.399999618530273,18.266666412353516,18.333332061767578,1985640,1211.SR
2019-02-06,18.16666603088379,18.16666603088379,18.399999618530273,18.16666603088379,18.333332061767578,1549737,1211.SR
2019-02-07,18.200000762939453,18.200000762939453,18.333332061767578,18.16666603088379,18.233333587646484,680124,1211.SR
2019-02-10,18.200000762939453,18.200000762939453,18.299999237060547,18.16666603088379,18.299999237060547,328818,1211.SR
2019-02-11,18.333332061767578,18.333332061767578,18.333332061767578,18.133333206176758,18.333332061767578,770628,1211.SR
2019-02-12,18.333332061767578,18.333332061767578,18.333332061767578,18.133333206176758,18.233333587646484,952992,1211.SR
2019-02-13,18.5,18.5,18.5,18.266666412353516,18.299999237060547,2749647,1211.SR
2019-02-14,18.53333282470703,18.53333282470703,18.53333282470703,18.299999237060547,18.5,2445681,1211.SR
2019-02-17,18.466665267944336,18.466665267944336,18.5,18.333332061767578,18.399999618530273,876756,1211.SR
